LG,TEAM,FName,LName,POS1,G, OPS , SLG , AVG , OBP ,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SB%, ERA ,GS,W,L,PCT,CG,SV, IP ,HA,RA,ER,BBA,SOA,GP,HRA,ShO, FPCT1 ,G1,GS1,TC1,INN1,PO1,A1,E1,DP1, POS2 , FPCT2 , G2 , GS2 , TC2 , INN2 , PO2 , A2 , E2 , DP2 ,Year,TEAM LG,ID,BATS,THROWS
N,STL,Jason,Simontacchi,P ,14, 1.000 , 0.500 , 0.500 , 0.500 ,2,1,1,0,0,0,0,0,0,0,0,, 5.36 ,0,0,0,,0,0, 15.1 ,17,10,9,7,3,13,5,0, 1.000 ,14,0,6,16,3,3,0,1,,,,,,,,,,,2004,STL N,SimontacchiJason,,
N,COL,Allan,Simpson,P ,31, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,0,0,0,, 5.08 ,0,2,1, 0.667 ,0,0, 39.0 ,44,26,22,20,46,32,4,0, 0.667 ,32,0,6,39,0,4,2,0,,,,,,,,,,,2004,COL N,SimpsonAllan,,
A,CLE,Grady,Sizemore,OF,43, 0.722 , 0.406 , 0.246 , 0.316 ,138,15,34,6,2,4,24,14,34,2,0,100.0%,,,,,  ,,,,,,,,,,,, 0.991 ,42,38,106,348,105,0,1,0,,,,,,,,,,,2004,CLE A,SizemoreGrady,,
N,MON,Terrmel,Sledge,OF,133, 0.798 , 0.462 , 0.269 , 0.336 ,398,45,107,20,6,15,62,40,66,3,3,50.0%,,,,,  ,,,,,,,,,,,, 0.990 ,136,102,293,949,279,11,3,4,,,,,,,,,,,2004,MON N,SledgeTerrmel,,
N,FLA,Aaron,Small,P ,7, -   , -   , -   , -   ,2,0,0,0,0,0,0,0,2,0,0,, 8.39 ,0,0,0,,0,0, 16.1 ,24,15,15,7,8,7,5,0, 1.000 ,7,0,3,16,1,2,0,0,,,,,,,,,,,2004,FLA N,SmallAaron,,
A,DET,Jason,Smith,SS,61, 0.708 , 0.432 , 0.239 , 0.276 ,155,20,37,7,4,5,19,8,37,1,2,33.3%,,,,,  ,,,,,,,,,,,, 0.977 ,59,40,221,375,89,127,5,28,,,,,,,,,,,2004,DET A,SmithJason,,
N,ATL,Travis,Smith,P ,14, 0.250 , 0.125 , 0.125 , 0.125 ,8,0,1,0,0,0,0,0,1,0,0,, 6.27 ,4,2,3, 0.400 ,0,0, 40.2 ,48,28,28,12,26,16,12,0, 0.875 ,16,4,8,40,3,4,1,0,,,,,,,,,,,2004,ATL N,SmithTravis,,
N,ATL,John,Smoltz,P ,69, -   , -   , -   , -   ,2,0,0,0,0,0,0,0,2,0,0,, 2.77 ,0,0,1, -   ,0,44, 81.2 ,75,25,25,13,85,73,8,0, 1.000 ,73,0,18,81,9,9,0,0,,,,,,,,,,,2004,ATL N,SmoltzJohn,,
A,TEX,Ryan,Snare,P ,,,,,,,,,,,,,,,,,, 11.61 ,0,0,0,,0,0, 3.1 ,5,5,4,2,0,1,3,0, -   ,1,0,0,3,0,0,0,0,,,,,,,,,,,2004,TEX A,SnareRyan,,
N,NY,Esix,Snead,OF,1,,,,,0,1,0,0,0,0,0,0,0,0,0,,,,,,  ,,,,,,,,,,,,,1,0,0,1,0,0,0,0,,,,,,,,,,,2004,NY N,SneadEsix,,
N,PIT,Ian,Snell,P ,3, -   , -   , -   , -   ,2,0,0,0,0,0,0,0,2,0,0,, 7.50 ,1,0,1, -   ,0,0, 12.0 ,14,10,10,9,9,3,2,0, 1.000 ,3,1,4,12,3,1,0,0,,,,,,,,,,,2004,PIT N,SnellIan,,
N,SF,J.T.,Snow,1B,107, 0.952 , 0.529 , 0.327 , 0.423 ,346,62,113,32,1,12,60,58,61,4,0,100.0%,,,,,  ,,,,,,,,,,,, 0.995 ,100,88,860,793,801,55,4,69,,,,,,,,,,,2004,SF N,SnowJ.T.,,
N,ARI,Chris,Snyder,C ,29, 0.789 , 0.458 , 0.240 , 0.330 ,96,10,23,6,0,5,15,13,25,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,29,27,232,247,213,19,0,2,,,,,,,,,,,2004,ARI N,SnyderChris,,
A,BOS,Earl,Snyder,3B,1, 0.500 , 0.250 , 0.250 , 0.250 ,4,0,1,0,0,0,0,0,1,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,1,1,5,9,2,3,0,0,,,,,,,,,,,2004,BOS A,SnyderEarl,,
A,TEX,Alfonso,Soriano,2B,145, 0.800 , 0.484 , 0.280 , 0.317 ,608,77,170,32,4,28,91,33,121,18,5,78.3%,,,,,  ,,,,,,,,,,,, 0.969 ,142,142,749,1248,308,418,23,104,,,,,,,,,,,2004,TEX A,SorianoAlfonso,,
A,SEA,Rafael,Soriano,P ,,,,,,,,,,,,,,,,,, 14.52 ,0,0,3, -   ,0,0, 3.1 ,9,6,5,3,3,6,0,0, -   ,6,0,1,3,0,0,1,0,,,,,,,,,,,2004,SEA A,SorianoRafael,,
A,TB,Jorge,Sosa,P ,3,,,,,0,0,0,0,0,0,0,0,0,0,0,, 5.54 ,8,4,7, 0.364 ,0,1, 99.1 ,100,67,61,54,94,43,17,0, 1.000 ,43,8,9,99,2,7,0,1,,,,,,,,,,,2004,TB A,SosaJorge,,
N,CHI,Sammy,Sosa,OF,126, 0.848 , 0.517 , 0.253 , 0.331 ,478,69,121,21,0,35,80,56,133,0,0,,,,,,  ,,,,,,,,,,,, 0.984 ,124,124,247,1097,238,5,4,2,,,,,,,,,,,2004,CHI N,SosaSammy,,
N,ARI,Steve,Sparks,P ,27, 0.258 , 0.129 , 0.129 , 0.129 ,31,0,4,0,0,0,1,0,14,0,0,, 6.06 ,18,3,7, 0.300 ,0,0, 120.2 ,139,89,81,45,57,29,18,0, 0.935 ,29,18,31,120,8,21,2,0,,,,,,,,,,,2004,ARI N,SparksSteve,,
A,TOR,Justin,Speier,P ,6, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,1,0,0,, 3.91 ,0,3,8, 0.273 ,0,7, 69.0 ,61,32,30,25,52,62,8,0, 0.750 ,62,0,8,69,1,5,2,1,,,,,,,,,,,2004,TOR A,SpeierJustin,,
N,NY,Shane,Spencer,OF,74, 0.739 , 0.411 , 0.281 , 0.328 ,185,21,52,10,1,4,26,13,37,6,0,100.0%,,,,,  ,,,,,,,,,,,, 0.977 ,70,39,129,401,124,2,3,0,,,,,,,,,,,2004,NY N,SpencerShane,,
A,SEA,Scott,Spiezio,3B,112, 0.631 , 0.346 , 0.215 , 0.285 ,367,38,79,12,3,10,41,36,60,4,1,80.0%,,,,,  ,,,,,,,,,,,, 0.977 ,108,95,473,866,307,155,11,37,,,,,,,,,,,2004,SEA A,SpiezioScott,,
N,MIL,Junior,Spivey,2B,59, 0.765 , 0.421 , 0.272 , 0.344 ,228,33,62,13,0,7,28,25,48,5,3,62.5%,,,,,  ,,,,,,,,,,,, 0.963 ,59,58,301,521,112,178,11,41,,,,,,,,,,,2004,MIL N,SpiveyJunior,,
N,HOU,Russ,Springer,P ,16,,,,,0,0,0,0,0,0,0,0,0,0,0,, 2.73 ,0,0,1, -   ,0,0, 13.2 ,15,4,4,6,9,16,1,0, 1.000 ,16,0,3,13,1,2,0,0,,,,,,,,,,,2004,HOU N,SpringerRuss,,
A,KC,Matt,Stairs,OF,126, 0.791 , 0.451 , 0.267 , 0.340 ,439,48,117,21,3,18,66,49,92,1,0,100.0%,,,,,  ,,,,,,,,,,,, 0.986 ,101,93,360,793,339,16,5,27,,,,,,,,,,,2004,KC A,StairsMatt,,
A,TB,Jason,Standridge,P ,,,,,,,,,,,,,,,,,, 9.00 ,1,0,0,,0,0, 10.0 ,14,10,10,4,7,3,5,0, 1.000 ,3,1,3,10,2,1,0,0,,,,,,,,,,,2004,TB A,StandridgeJason,,
A,CLE,Jason,Stanford,P ,,,,,,,,,,,,,,,,,, 0.82 ,2,0,1, -   ,0,0, 11.0 ,12,1,1,5,5,2,0,0, 1.000 ,2,2,4,11,2,2,0,1,,,,,,,,,,,2004,CLE A,StanfordJason,,
N,NY,Mike,Stanton,P ,79, 1.000 , 0.500 , 0.500 , 0.500 ,2,0,1,0,0,0,1,0,1,0,0,, 3.16 ,0,2,6, 0.250 ,0,0, 77.0 ,70,32,27,33,58,83,6,0, 1.000 ,83,0,18,77,4,14,0,0,,,,,,,,,,,2004,NY N,StantonMike,,
N,COL,Denny,Stark,P ,6, 0.111 , -   , -   , 0.111 ,8,0,0,0,0,0,0,1,3,0,0,, 11.42 ,6,0,5, -   ,0,0, 26.0 ,53,43,33,18,10,6,9,0, 0.889 ,6,6,9,26,3,5,1,0,,,,,,,,,,,2004,COL N,StarkDenny,,
A,CHI,Josh,Stewart,P ,,,,,,,,,,,,,,,,,, 16.25 ,2,0,1, -   ,0,0, 7.2 ,16,13,13,3,5,3,3,0, 1.000 ,3,2,1,7,0,1,0,0,,,,,,,,,,,2004,CHI A,StewartJosh,,
A,CLE,Scott,Stewart,P ,11,,,,,0,0,0,0,0,0,0,0,0,0,0,, 6.76 ,0,1,2, 0.333 ,0,0, 25.3 ,43,22,19,12,26,34,5,0, 1.000 ,34,0,5,25,0,5,0,0,,,,,,,,,,,2004,CLE A,StewartScott,,
A,MIN,Shannon,Stewart,OF,92, 0.828 , 0.447 , 0.304 , 0.381 ,378,46,115,17,2,11,47,47,44,6,3,66.7%,,,,,  ,,,,,,,,,,,, 0.972 ,71,71,108,639,103,2,3,0,,,,,,,,,,,2004,MIN A,StewartShannon,,
A,KC,Kelly,Stinnett,C ,20, 0.817 , 0.458 , 0.305 , 0.359 ,59,10,18,0,0,3,7,5,16,0,0,,,,,,  ,,,,,,,,,,,, 0.971 ,20,17,104,155,97,4,3,0,,,,,,,,,,,2004,KC A,StinnettKelly,,
N,SD,Ricky,Stone,P ,42, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,0,0,0,, 6.50 ,0,2,2, 0.500 ,0,0, 51.2 ,66,39,37,16,38,43,11,0, 1.000 ,43,0,12,51,4,8,0,0,,,,,,,,,,,2004,SD N,StoneRicky,,
A,NY,Tanyon,Sturtze,P ,3, -   , -   , -   , -   ,3,0,0,0,0,0,0,0,1,0,0,, 5.49 ,3,6,2, 0.750 ,0,1, 77.1 ,75,49,47,33,56,28,9,0, 1.000 ,28,3,11,77,1,10,0,1,,,,,,,,,,,2004,NY A,SturtzeTanyon,,
N,PIT,Chris,Stynes,3B,74, 0.554 , 0.296 , 0.216 , 0.257 ,162,16,35,10,0,1,16,9,23,0,0,,,,,,  ,,,,,,,,,,,, 0.992 ,71,39,118,391,28,89,1,9,,,,,,,,,,,2004,PIT N,StynesChris,,
A,KC,Scott,Sullivan,P ,4,,,,,0,0,0,0,0,0,0,0,0,0,0,, 4.79 ,0,3,4, 0.429 ,0,0, 60.1 ,73,34,32,24,45,49,8,0, 0.857 ,49,0,7,60,1,5,1,3,,,,,,,,,,,2004,KC A,SullivanScott,,
N,STL,Jeff,Suppan,P ,30, 0.156 , 0.070 , 0.070 , 0.086 ,57,3,4,0,0,0,0,1,11,0,0,, 4.16 ,31,16,9, 0.640 ,0,0, 188.0 ,192,98,87,65,110,31,25,0, 0.976 ,31,31,41,188,10,30,1,0,,,,,,,,,,,2004,STL N,SuppanJeff,,
A,BAL,B.J.,Surhoff,1B,100, 0.784 , 0.420 , 0.309 , 0.365 ,343,49,106,12,1,8,50,30,46,2,0,100.0%,,,,,  ,,,,,,,,,,,, 0.989 ,82,70,188,619,179,7,2,8,,,,,,,,,,,2004,BAL A,SurhoffB.J.,,
N,FLA,Larry,Sutton,1B,8, 0.533 , 0.200 , 0.200 , 0.333 ,5,0,1,0,0,0,1,1,2,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,1,0,1,2,1,0,0,0,,,,,,,,,,,2004,FLA N,SuttonLarry,,
A,SEA,Ichiro,Suzuki,OF,161, 0.868 , 0.455 , 0.372 , 0.413 ,704,101,262,24,5,8,60,49,63,36,11,76.6%,,,,,  ,,,,,,,,,,,, 0.992 ,158,158,387,1405,372,12,3,2,,,,,,,,,,,2004,SEA A,SuzukiIchiro,,
N,SD,Brian,Sweeney,P ,6, -   , -   , -   , -   ,4,0,0,0,0,0,0,0,2,0,0,, 5.74 ,2,1,0, 1.000 ,0,0, 14.1 ,20,9,9,2,10,7,1,0, 1.000 ,7,2,1,14,1,0,0,0,,,,,,,,,,,2004,SD N,SweeneyBrian,,
N,COL,Mark,Sweeney,OF,122, 0.886 , 0.508 , 0.266 , 0.378 ,177,25,47,12,2,9,40,32,51,1,0,100.0%,,,,,  ,,,,,,,,,,,, 1.000 ,44,29,119,241,110,9,0,10,,,,,,,,,,,2004,COL N,SweeneyMark,,
A,KC,Mike,Sweeney,1B,106, 0.844 , 0.504 , 0.287 , 0.340 ,411,56,118,23,0,22,79,33,44,3,2,60.0%,,,,,  ,,,,,,,,,,,, 0.992 ,55,55,507,471,467,36,4,44,,,,,,,,,,,2004,KC A,SweeneyMike,,
A,OAK,Nick,Swisher,OF,20, 0.755 , 0.417 , 0.250 , 0.338 ,60,11,15,4,0,2,8,8,11,0,0,,,,,,  ,,,,,,,,,,,, 0.935 ,20,16,46,145,43,0,3,3,,,,,,,,,,,2004,OAK A,SwisherNick,,
N,SD,Jason,Szuminski,P ,7, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,1,0,0,, 7.20 ,0,0,0,,0,0, 10.0 ,12,9,8,11,5,7,3,0, 0.800 ,7,0,5,10,1,3,1,0,,,,,,,,,,,2004,SD N,SzuminskiJason,,
A,CLE,Kazuhito,Tadano,P ,2, 0.667 , 0.333 , 0.333 , 0.333 ,3,1,1,0,0,0,0,0,1,0,0,, 4.67 ,4,1,1, 0.500 ,0,0, 50.1 ,55,30,26,18,39,14,6,0, 1.000 ,14,4,9,50,3,6,0,0,,,,,,,,,,,2004,CLE A,TadanoKazuhito,,
N,STL,So,Taguchi,OF,109, 0.754 , 0.419 , 0.291 , 0.335 ,179,26,52,10,2,3,25,12,23,6,3,66.7%,,,,,  ,,,,,,,,,,,, 0.980 ,112,36,102,445,99,1,2,0,,,,,,,,,,,2004,STL N,TaguchiSo,,
A,CHI,Shingo,Takatsu,P ,3,,,,,0,0,0,0,0,0,0,0,0,0,0,, 2.32 ,0,6,4, 0.600 ,0,19, 62.1 ,40,17,16,21,50,59,6,0, 1.000 ,59,0,11,62,1,10,0,0,,,,,,,,,,,2004,CHI A,TakatsuShingo,,
N,SD,Dennis,Tankersley,P ,8, 0.583 , 0.250 , 0.250 , 0.333 ,8,0,2,0,0,0,1,1,4,0,0,, 5.14 ,6,0,5, -   ,0,0, 35.0 ,35,25,20,17,29,9,3,0, 1.000 ,9,6,8,35,7,1,0,0,,,,,,,,,,,2004,SD N,TankersleyDennis,,
N,STL,Julián,Tavárez,P ,75,,,,,0,0,0,0,0,0,0,0,0,0,0,, 2.39 ,0,7,4, 0.636 ,0,4, 64.1 ,57,21,17,19,48,77,1,0, 1.000 ,77,0,16,64,7,9,0,0,,,,,,,,,,,2004,STL N,TavárezJulián,,
N,HOU,Willy,Taveras,OF,10, -   , -   , -   , -   ,1,2,0,0,0,0,0,0,1,1,0,100.0%,,,,,  ,,,,,,,,,,,, 1.000 ,7,0,1,11,1,0,0,0,,,,,,,,,,,2004,HOU N,TaverasWilly,,
A,SEA,Aaron,Taylor,P ,1,,,,,0,0,0,0,0,0,0,0,0,0,0,, 11.25 ,0,0,0,,0,0, 3.2 ,5,4,4,3,4,5,2,0, 1.000 ,5,0,1,3,1,0,0,0,,,,,,,,,,,2004,SEA A,TaylorAaron,,
A,TEX,Mark,Teixeira,1B,145, 0.920 , 0.560 , 0.281 , 0.361 ,545,101,153,34,2,38,112,68,117,4,1,80.0%,,,,,  ,,,,,,,,,,,, 0.992 ,149,142,1326,1259,1218,98,10,114,,,,,,,,,,,2004,TEX A,TeixeiraMark,,
A,BAL,Miguel,Tejada,SS,162, 0.893 , 0.534 , 0.311 , 0.358 ,653,107,203,40,2,34,150,48,73,4,1,80.0%,,,,,  ,,,,,,,,,,,, 0.971 ,162,162,814,1421,264,526,24,118,,,,,,,,,,,2004,BAL A,TejadaMiguel,,
A,TEX,Michael,Tejera,P ,1,,,,,0,0,0,0,0,0,0,0,0,0,0,, 13.85 ,2,0,1, -   ,0,0, 9.1 ,15,14,14,9,10,8,1,0, 1.000 ,8,2,2,9,1,1,0,0,,,,,,,,,,,2004,TEX A,TejeraMichael,,
N,PHI,Amaury,Telemaco,P ,41, -   , -   , -   , -   ,4,0,0,0,0,0,0,0,1,0,0,, 4.33 ,0,0,2, -   ,0,0, 54.1 ,51,27,26,19,32,42,12,0, 1.000 ,42,0,8,54,2,6,0,0,,,,,,,,,,,2004,PHI N,TelemacoAmaury,,
N,ARI,Luis,Terrero,OF,62, 0.663 , 0.358 , 0.245 , 0.305 ,229,21,56,14,0,4,14,20,78,10,2,83.3%,,,,,  ,,,,,,,,,,,, 0.938 ,62,59,130,523,117,5,8,3,,,,,,,,,,,2004,ARI N,TerreroLuis,,
A,DET,Marcus,Thames,OF,61, 0.830 , 0.509 , 0.255 , 0.320 ,165,24,42,12,0,10,33,16,42,0,1,0.0%,,,,,  ,,,,,,,,,,,, 1.000 ,52,38,97,367,94,3,0,1,,,,,,,,,,,2004,DET A,ThamesMarcus,,
A,MIN,Brad,Thomas,P ,,,,,,,,,,,,,,,,,, 20.45 ,0,0,0,,0,0, 2.2 ,7,5,5,1,0,3,0,0, 1.000 ,3,0,1,2,0,1,0,0,,,,,,,,,,,2004,MIN A,ThomasBrad,,
N,ATL,Charles,Thomas,OF,83, 0.791 , 0.445 , 0.288 , 0.346 ,236,35,68,8,4,7,31,21,45,3,1,75.0%,,,,,  ,,,,,,,,,,,, 0.993 ,73,62,145,572,137,7,1,2,,,,,,,,,,,2004,ATL N,ThomasCharles,,
A,CHI,Frank,Thomas,1B,74, 0.987 , 0.563 , 0.271 , 0.424 ,240,53,65,16,0,18,49,64,57,0,2,0.0%,,,,,  ,,,,,,,,,,,, 1.000 ,4,4,34,32,31,3,0,2,,,,,,,,,,,2004,CHI A,ThomasFrank,,
N,PHI,Jim,Thome,1B,143, 0.978 , 0.581 , 0.274 , 0.397 ,508,97,139,28,1,42,105,104,144,0,2,0.0%,,,,,  ,,,,,,,,,,,, 0.994 ,134,134,1181,1179,1090,84,7,103,,,,,,,,,,,2004,PHI N,ThomeJim,,
A,KC,Rich,Thompson,OF,6, -   , -   , -   , -   ,1,1,0,0,0,0,0,0,0,1,0,100.0%,,,,,  ,,,,,,,,,,,, 1.000 ,3,0,2,5,2,0,0,0,,,,,,,,,,,2004,KC A,ThompsonRich,,
N,ATL,John,Thomson,P ,31, 0.409 , 0.212 , 0.197 , 0.197 ,66,3,13,1,0,0,4,0,24,0,0,, 3.73 ,33,14,8, 0.636 ,0,0, 198.1 ,210,93,82,52,133,33,20,0, 0.975 ,33,33,40,198,12,27,1,2,,,,,,,,,,,2004,ATL N,ThomsonJohn,,
A,SEA,Matt,Thornton,P ,1,,,,,0,0,0,0,0,0,0,0,0,0,0,, 4.19 ,1,1,2, 0.333 ,0,0, 32.2 ,30,15,15,25,30,19,2,0, 1.000 ,19,1,4,32,0,4,0,1,,,,,,,,,,,2004,SEA A,ThorntonMatt,,
N,LA,Joe,Thurston,2B,17, 0.529 , 0.353 , 0.176 , 0.176 ,17,1,3,1,1,0,1,0,5,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,4,0,5,11,2,3,0,1,,,,,,,,,,,2004,LA N,ThurstonJoe,,
A,MIN,Terry,Tiffee,3B,17, 0.819 , 0.500 , 0.273 , 0.319 ,44,7,12,4,0,2,8,3,3,0,0,,,,,,  ,,,,,,,,,,,, 0.968 ,13,11,31,95,13,17,1,0,,,,,,,,,,,2004,MIN A,TiffeeTerry,,
A,BOS,Mike,Timlin,P ,4,,,,,0,0,0,0,0,0,0,0,0,0,0,, 4.14 ,0,5,4, 0.556 ,0,1, 76.1 ,75,35,35,19,56,76,8,0, 1.000 ,76,0,15,76,9,6,0,0,,,,,,,,,,,2004,BOS A,TimlinMike,,
N,SF,Brett,Tomko,P ,33, 0.270 , 0.129 , 0.113 , 0.141 ,62,3,7,1,0,0,0,2,27,0,0,, 4.04 ,31,11,7, 0.611 ,2,0, 194.0 ,196,98,87,64,108,32,19,1, 0.950 ,32,31,40,194,13,25,2,2,,,,,,,,,,,2004,SF N,TomkoBrett,,
A,KC,Mike,Tonis,C ,2, 0.143 , -   , -   , 0.143 ,6,0,0,0,0,0,0,1,0,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,2,2,14,17,13,1,0,0,,,,,,,,,,,2004,KC A,TonisMike,,
N,SF,Tony,Torcato,,13, 1.156 , 0.556 , 0.556 , 0.600 ,9,1,5,0,0,0,2,1,0,0,0,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,SF N,TorcatoTony,,
N,SF,Yorvit,Torrealba,C ,64, 0.703 , 0.407 , 0.227 , 0.296 ,172,19,39,7,3,6,23,17,31,2,0,100.0%,,,,,  ,,,,,,,,,,,, 0.995 ,59,45,369,433,349,18,2,4,,,,,,,,,,,2004,SF N,TorrealbaYorvit,,
A,DET,Andrés,Torres,OF,3,,,,,0,1,0,0,0,0,0,0,0,1,0,100.0%,,,,,  ,,,,,,,,,,,,,1,0,0,1,0,0,0,0,,,,,,,,,,,2004,DET A,TorresAndrés,,
N,PIT,Salomón,Torres,P ,82, 1.500 , 1.000 , 0.500 , 0.500 ,2,0,1,1,0,0,0,0,1,0,0,, 2.64 ,0,7,7, 0.500 ,0,0, 92.0 ,87,33,27,22,62,84,6,0, 1.000 ,84,0,22,92,6,16,0,0,,,,,,,,,,,2004,PIT N,TorresSalomón,,
A,TOR,Josh,Towers,P ,1, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,0,0,0,, 5.12 ,21,9,9, 0.500 ,0,0, 116.1 ,148,70,66,26,51,21,16,0, 0.917 ,21,21,24,116,9,13,2,1,,,,,,,,,,,2004,TOR A,TowersJosh,,
N,NY,Steve,Trachsel,P ,33, 0.403 , 0.203 , 0.186 , 0.200 ,59,6,11,1,0,0,5,1,17,0,0,, 4.01 ,33,12,13, 0.480 ,0,0, 202.2 ,203,104,90,83,117,33,25,0, 1.000 ,33,33,50,202,13,37,0,4,,,,,,,,,,,2004,NY N,TrachselSteve,,
N,COL,Andy,Tracy,3B,15, 0.485 , 0.250 , 0.188 , 0.235 ,16,1,3,1,0,0,1,1,8,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,1,1,1,6,0,1,0,0,,,,,,,,,,,2004,COL N,TracyAndy,,
N,ARI,Chad,Tracy,3B,143, 0.753 , 0.407 , 0.285 , 0.346 ,481,45,137,29,3,8,53,45,60,2,3,40.0%,,,,,  ,,,,,,,,,,,, 0.938 ,147,122,422,1095,135,261,26,30,,,,,,,,,,,2004,ARI N,TracyChad,,
N,FLA,Matt,Treanor,C ,29, 0.561 , 0.273 , 0.236 , 0.288 ,55,7,13,2,0,0,1,4,13,0,0,,,,,,  ,,,,,,,,,,,, 0.976 ,27,14,126,147,117,6,3,0,,,,,,,,,,,2004,FLA N,TreanorMatt,,
N,HOU,Chris,Tremie,C ,1,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,  ,,,,,,,,,,,,,1,0,0,1,0,0,0,0,,,,,,,,,,,2004,HOU N,TremieChris,,
N,COL,Chin-hui,Tsao,P ,10,,,,,0,0,0,0,0,0,0,0,0,0,0,, 3.96 ,0,0,0,,0,1, 9.1 ,7,4,4,1,11,10,2,0, -   ,10,0,1,9,0,0,1,0,,,,,,,,,,,2004,COL N,TsaoChin-hui,,
N,SF,Michael,Tucker,OF,140, 0.766 , 0.412 , 0.256 , 0.354 ,464,77,119,21,6,13,62,70,106,5,2,71.4%,,,,,  ,,,,,,,,,,,, 0.978 ,131,114,270,1006,262,2,6,2,,,,,,,,,,,2004,SF N,TuckerMichael,,
N,MON,T.J.,Tucker,P ,51, 0.167 , 0.083 , 0.083 , 0.083 ,12,1,1,0,0,0,0,0,4,0,0,, 3.75 ,1,4,2, 0.667 ,0,0, 67.2 ,73,28,28,17,44,54,5,0, 1.000 ,54,1,12,67,2,10,0,1,,,,,,,,,,,2004,MON N,TuckerT.J.,,
A,ANA,Derrick,Turnbow,P ,3, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,0,0,0,, -   ,0,0,0,,0,0, 6.1 ,2,0,0,7,3,4,0,0, 1.000 ,4,0,3,6,2,1,0,0,,,,,,,,,,,2004,ANA A,TurnbowDerrick,,
A,TB,B.J.,Upton,SS,45, 0.731 , 0.409 , 0.258 , 0.322 ,159,19,41,8,2,4,12,15,46,4,1,80.0%,,,,,  ,,,,,,,,,,,, 0.905 ,30,28,95,250,33,53,9,8,,,,,,,,,,,2004,TB A,UptonB.J.,,
A,DET,Ugueth,Urbina,P ,3,,,,,0,0,0,0,0,0,0,0,0,0,0,, 4.50 ,0,4,6, 0.400 ,0,21, 54.0 ,38,28,27,32,56,54,7,0, 1.000 ,54,0,4,54,2,2,0,0,,,,,,,,,,,2004,DET A,UrbinaUgueth,,
A,DET,Lino,Urdaneta,P ,,,,,,,,,,,,,,,,,,,0,0,0,,0,0, -   ,5,6,6,1,0,1,0,0, -   ,1,0,0,0,0,0,0,0,,,,,,,,,,,2004,DET A,UrdanetaLino,,
A,CHI,Juan,Uribe,2B,134, 0.832 , 0.506 , 0.283 , 0.326 ,502,82,142,31,6,23,74,32,96,9,11,45.0%,,,,,  ,,,,,,,,,,,, 0.982 ,142,121,597,1094,222,364,11,85,,,,,,,,,,,2004,CHI A,UribeJuan,,
N,PHI,Chase,Utley,2B,94, 0.773 , 0.468 , 0.266 , 0.305 ,267,36,71,11,2,13,57,15,40,4,1,80.0%,,,,,  ,,,,,,,,,,,, 0.988 ,63,57,332,514,194,134,4,35,,,,,,,,,,,2004,PHI N,UtleyChase,,
N,SD,Ismael,Valdez,P ,32, 0.506 , 0.269 , 0.192 , 0.236 ,52,6,10,4,0,0,5,3,13,0,0,, 5.19 ,31,14,9, 0.609 ,1,0, 170.0 ,202,105,98,49,67,34,33,1, 0.969 ,34,31,32,170,12,19,1,0,,,,,,,,,,,2004,SD N,ValdezIsmael,,
N,SF,Merkin,Valdez,P ,2,,,,,0,0,0,0,0,0,0,0,0,0,0,, 37.50 ,0,0,0,,0,0, 1.2 ,4,5,5,3,2,2,1,0,,2,0,0,1,0,0,0,0,,,,,,,,,,,2004,SF N,ValdezMerkin,,
A,CHI,Wilson,Valdez,2B,19, 0.592 , 0.326 , 0.233 , 0.267 ,43,8,10,1,0,1,4,2,5,1,2,33.3%,,,,,  ,,,,,,,,,,,, 0.980 ,17,12,50,110,22,27,1,6,,,,,,,,,,,2004,CHI A,ValdezWilson,,
N,NY,Eric,Valent,OF,130, 0.817 , 0.481 , 0.267 , 0.336 ,270,39,72,15,2,13,34,28,61,0,1,0.0%,,,,,  ,,,,,,,,,,,, 0.996 ,73,55,284,494,261,22,1,21,,,,,,,,,,,2004,NY N,ValentEric,,
N,CIN,Joe,Valentine,P ,23, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,0,0,0,, 5.26 ,1,2,3, 0.400 ,0,4, 29.1 ,23,18,17,25,29,24,4,0, 0.857 ,24,1,7,29,3,3,1,0,,,,,,,,,,,2004,CIN N,ValentineJoe,,
N,CIN,Javier,Valentín,1B,82, 0.673 , 0.381 , 0.233 , 0.292 ,202,18,47,10,1,6,20,17,36,0,0,,,,,,  ,,,,,,,,,,,, 0.989 ,62,47,378,446,342,32,4,7,,,,,,,,,,,2004,CIN N,ValentínJavier,,
